text,category,target,source
"বাঙালি কর্মকর্মীদের সম্পর্কিত বাঙালি চাকরির নিয়োগপত্র

ঝাঁটো,

আলহমদুলইলিহম,
সদা ভাই
খোজখনা চাইলেন,
পরেশান জিজ্ঞাসা করেন,
চাকরির নিয়োগপত্র,
বাংলাদেশের উচ্চ-অগ্রাধিকার বিভাগে।

আমি বকবকি করছি,
নিজেদের মনোযোগে,
বিস্তারিত সংবচনে,
যদি",important,3,synthetic
অফার! অফার! অফার! আমাদের মোবাইল এপ থেকে পণ্য কিনলেই পাবেন সর্বোচ্চ ৫০% পর্যন্ত ছাড় ।,primary,0,real
"মোঃ মাসুদ আহমেদ গ্রুপ কথোপকথনে একটি মেসেজ পাঠিয়েছেন ""বরিশাল বরগুনা জেলা ছাত্রকল্যাণ বিষয়ক""।",social,5,real
"হ্যালো গেমার, আমরা আপনার জন্য নিয়ে আসলাম অবিশ্বাস্য অফার, পরবর্তী ০১ মাসে ১০০০ ডায়মণ্ড পাবেন ফ্রী। বিস্তারিত জানতে নিচের লিংকে ক্লিক করুন।",spam,1,real
আগামি ১ তারিখ থেকে ১০ তারিখ৷ এর মধ্যে একাউন্ট খুলুন,primary,0,real
"আলেশা কার্ড-এ ইচ্ছেরা সব হাতের মুঠোয়, ভিজিট করুন: www.aleshacard.চম",important,3,real
রনি নতুন ফলোয়ার করেন আমার লিংক্ডিন পেজে। আশা করি আমাদের বুদ্ধিজীবীদের মধ,social,5,synthetic
"ভিসা আপডেট এবং প্যাকেজ বাতিলার কথা

ব্যাংক: BTCL

স্বাক্ষরের তারিখ: ২২ই জুলাই, ২০২৩

স্বামী: আপনার প্যাকেজটি ২১ই জুলাই, ২০২৩ তারিখে বাতিল হয়েছে।

আমি এখনইভাই, আপনি ২২ই জুলাই, ২০২৩ সপ্তমিরণ্ডে BTCL সংযমন্ত্রণা-রতনা-এ আপস্ট",important,3,synthetic
"নতুন ভর্তি পরীক্ষার ফলাফল এবং নির্ধারিত তারিখে উপস্থিতি

মোঃ শফিকুল ইসলাম
ইউজিভি গ্রুপ
ধর্মমঙ্গলবাস, চট্রগুপ্তবাস, বেগানা
বাংলাদেশ

অপশনের জন্য নির্ধারিত তারিখ (14ই�়াগস্ট ২০২২)
আপনি এই তারিখে,
ছদম, ১৪, ১৬, ২১, ২৩, ২৪, ২",important,3,synthetic
প্রো-ক্রিকেট চ্যাম্পিয়ন গেম বাংলালিংক এর গেমিং আর্কেড এ ফ্রি খেলতে ভিজিট https://cutt.ly/aAmln4ট,important,3,real
"প্রফেশনাল ভাষায় মার্কেটিং প্রোডক্সের জন্য এইচএমসি করো:

জুতার কালেকশন অফার!

ফ্রি ডেলিভারি পদক্ষেপটি আজ রাত ১২টা পর্যন্ত!

আপ্লাইয়ান্স Apex:
- জুতার",promotions,4,synthetic
Barishal University Students গ্রুপ থেকে আমাকে লক্ষ্য করছেন। আমি তাদের পরবর্তী সংস্করণগুলির সাথে সাব,social,5,synthetic
"service: Pathao · event: রিচার্জ সফল · amount: টকো ৫০০ · date: ২৮ জানুয়ারি

শুধুমাত্র Pathao অফার লিমিটেডের সর্বনিম্ন Tk ৫০০ পরের অর্ডারের রিচার্জটি সফল। আপনাকে ধন্যবাদ।",updates,2,synthetic
🚀 Super.Boost এখন CryptoTab PRO ব্যবহারকারীদের জন্য উপলব্ধ 💯,promotions,4,real
"হাসানকে,

এই ইমেইলটি আমার হৃদয়ের সন্ধানে। আপনার মোবাইলের সম্পাদনা এরতিক্ষুব্ধ ব্যবহারের ব্যাপারে আমি আপনাকে ধন্যবাদ জানি।

চট্টগ্রামের চট্টগ্রামসুদ",primary,0,synthetic
জ্বালানি ও বিদ্যুৎ সাশ্রয়ে সরকার কর্তৃক গৃহীত পদক্ষেপ বাস্তবায়নে সহযোগিতা করুন--জনস্বার্থে রবি,promotions,4,real
"ঘনিষ্ঠ বন্ধু তানিয়া,

আজ আমি নিচের কুপন কোডটির জন্য ছাড় পেতে হলেন।

*১২১*৩২০৬#

এটি আপনার pandamart অর্ডারে সম্প্রসারণের জন্য ব্যবহার করতেই হবে।

এ",primary,0,synthetic
"স্মার্ট ভুয়ারি সরকারি অর্ডার আপনার গাড়ির শতকরা ১০% প্রতিশত আফিমিয়ান খুবই কমিটি সদস্যরা থেকে পেয়েছেন।

ইয়ামনতে এই প্রচলনটি ২০১৯ এবং",spam,1,synthetic
"প্রিজনের বিডিজবস ইউজার,

তুমি জানো যে, আমরা খুবই অগ্রসর। হ্যাঁ, আমরা Bdjobs.com চাকরিপ্রার্থীদের বিডিজবসের কাছে নিয়োগকর্তাদের অনুসন্ধানের পথে সহায়তা ক",promotions,4,synthetic
দারাজ থেকে পাচ্ছেন ১২ টাকায় মিস্ট্রিবক্স।,spam,1,real
শুধুমাত্র @$99 - আজীবন সদস্যপদ [অফার শেষ হবে ৭ জুন],updates,2,real
"ঠিক আছে, এটি নতুন ইমেইল লেখা।

service: রক্কম · event: বিল পরিশোধ · amount: ১,২৫০ টাকা · date: ১৫ আগস্ট

লেখা:

হ্যাঁ, ১৫ই আগস্ট তারিখের জন্য বিলটির পরিশোধ করার জন্য আমি দেখছি। আপনার স",updates,2,synthetic
বঙ্গমাতা বেগম ফজিলাতুন নেছা মুজিব এঁর ৯২তম জন্মবার্ষিকী ও পদক প্রদান অনুষ্ঠান আগামী ০৮/০৮/২০২২ তারিখ সকাল ১০.০০ টায় ডিজিটাল পদ্ধতিতে টেলিভিশন/অনলাইনে উপভোগ করুন”-মহিলা ও শিশু বিষয়ক মন্ত্রণালয়।,important,3,real
"মার্কেটিং ইমেইল প্রিন্ট

প্রিয় ডায়মন্ড এলিট গ্রাহক,

এখন আপনার বিজ্ঞাপনের জন্য একটি নতুন অবৈধতা। আমাদের ব্র্যান্ড, ডারাজ, ২৫% ডিসকাউন্টকোড এরফল",promotions,4,synthetic
"সৈয়দা মোঁতাজুল আহমেদ, আপনাকে একটি নতুন ইমেইল পাঠিয়েছে। এই ইমেইলটি Twitter (X) platformে",social,5,synthetic
"স্বাগতিক বিভাগের ব্র্যান্ড: Sajgoj | প্রোডাক্ট: বিউটি প্রোডাক্ট | ছাড়: ৩০% পর্যন্ত

ইমেইল:

ভাই/বहি,

খুশি হয়েছি আজি এই সপ্তাহে Sajgoj-এর বিউটি প্রোডাক",promotions,4,synthetic
"জাহিদুল ইসলাম গ্রুপ কথোপকথনে একটি বার্তা পাঠান ""সেভেন স্টার ব্যাচেলর পয়েন্ট, অর্নি ভ্যালি""।",social,5,real
"চলা কথা, ইদ অফারের জন্য Foodpanda দিয়েছেন ফ্রি ডেলিভারি একটি বড় পেজন্য! 🍲🍔 আপনার এবারো ঈদের দিনগুলোর খাওয়া-দাওয়াতা, উপযুক্ত স্থানীয় করিয়ে দ",promotions,4,synthetic
"প্রিয় গ্রাহক,

এই জন্য আমি আপনাকে দিচ্ছি বিল পরিশোধের নোট।

বিলটি পরিশোধ করতে ৮৯৯টাকা প্রয়োজন।
পাশাপাশি ১২ জুন, ২০২২-এ এই বিলটির আদেশমত পরিশোধের অন্তর্ভু",updates,2,synthetic
"সাকিব দর্শকীয়ার সাথে কথা বলুন।

স্মৃতিটা আমার হয়েছে, আবার তোমার প্রতি ভাল হওয়ার জন্য।

আমরা যৌনশিক্ষা-পদ্ধতির একটি নতুন অ্যাপসেলিং অফারটি দ",primary,0,synthetic
"চাকরির নিয়োগপত্র প্রদান করা হয়েছে

ঠিক আছে, আমাদের এখনই একটি নতুন স্বাভাবিক আলোচনা করা ইমেইল:

ঐচ্ছিকতা,
আপনার ১০টি সবচেয়ে মজবুত এবংওপরস্পরের সম্পর্কেবিশিষ্ট উদাহরণগুলো:
- ""আমাদের অফিসের/কোম্পানির/ওয়ার্ল্ডব্যাংকেবিডেসা'এর/আ",important,3,synthetic
"আপনার কাছে মন্তব্যের জন্য আশা করি, নতুন ইমেইল:

==================

গতি পূর্বাভাসে!
তোমার সংগ্রহের পরিবর্তন, Yellow - নতুন কালেকশন!
ছবিটা দেখলেই অস্বীকারযোগ্য! 😍

সংস্কৃ",promotions,4,synthetic
"স্বামীজুন আগরাল ফ্রেম করেছেন একটি ভিডিও, প্রদত্ত নামের ১৮জন অন্যান্যগণ প্রথম",social,5,synthetic
"রনি, আপনার মেঘনা মেসেজে ১টি আমন্ত্রণ পেয়েছি, একটি ইভেন্ট আছে ""আমন্ত্রণীয় প",social,5,synthetic
First.kp টুইট করেছেন:,social,5,real
আগামী ১৭ই আগস্ট জাতীয় শোক দিবস উপলক্ষে ইউনিভার্সিটিতে কালো ব্যাচ পরিধান করা হবে।,primary,0,real
১জিবি-৩দিন মাত্র ২৫টাকায় শুধুমাত্র আপনার জন্য! এমন দারুণ সব অফার পেতে আজই ডায়াল করুন *৮৮৮#,spam,1,real
প্রোফাইল ভিজিট করা হয়েছে ‘বিভাগসমূহ’ গ্রুপের মধ্যে আসবাবীর মুনির খানকে।,social,5,synthetic
বিক্রয় অ্যাপটি ডাউনলোড করলে পাচ্ছেন 20%  অফ।,spam,1,real
"প্রিয় শিক্ষার্থী ,সি ল্যাঙ্গুয়েজে  এর উপর এক্সাম টি শুক্রবার রাত ৯.৩০ এ নেয়া হবে। এক্সাম টি জুম এ নেয়া হবে। সময় - ২.৩০ ঘন্টা।",updates,2,real
পাঠাও বেশি বেশি রাইড নিয়ে জিতে নিন বুফে ডিনার করার সুযোগ!,promotions,4,real
🎉 টেলুস ইন্টারন্যাশনাল এআই ডেটা সলিউশন নিয়োগ করছে: বাংলা সংবাদপত্র ইভালুয,social,5,synthetic
“টোল প্লাজা অতিক্রমে ফাস্ট ট্র্যাক বা দ্রুতগতির লেন ব্যবহার করলে নির্ধারিত টোল হতে ১০% ছাড় দিচ্ছে সরকার,primary,0,real
"প্রিয় গাহক,  আপনাদের অবগতির জন্য জানানো যাচ্ছে যে, আগামী ৩০ মার্চ এর মধ্যে আপনার সাবস্ক্রিপশন বন্ধ হয়ে যাবে ।",primary,0,real
"সরকারি বিজ্ঞপ্তি - আপনার নাম্বার কোডটি গোপনীয়তা করুন

ঝাঁকিয়ে দিন, আমরা এই সরকারি বিজ্ঞপ্তির জন্য আপনার NID কোডটি গোপনীয়তা নেওয়ার প্রশংসা।

আমরা 10-এর পরিবর্তে 15-এর UPSC (Union Public Service Commission) Exam (লিখিত)ইতিমধ্যেই **2023**-এর UPSC Exam Resultকেই পড়তেছি।

কোনওয়",important,3,synthetic
ইভিএমে ভোট দিতে পছন্দের প্রতীকের পাশের সাদা বাটন এবং ভোট নিশ্চিত করতে সবুজ বাটন চাপুন-ইসি,spam,1,real
"হাই রিচা613, দেখে মনে হচ্ছে কেউ আপনার অ্যাকাউন্টে ""227TG"" ডিভাইস থেকে 02 জুলাই 2022 তারিখে 13:58 BDT-এ লগ ইন করেছে। লগইনটি বরিশাল সদর, বাংলাদেশ (IP = 59.15.63) এর কাছাকাছি কোথাও ঘটেছে।",primary,0,real
অনুস্মারক: আপনি এখন ফোমের সাথে 3D প্রিন্ট করতে পারেন: FreeFoam™ প্রবর্তন করা হচ্ছে৷,primary,0,real
"সীমিত আসনে নার্সিং এ ভর্তির সুযোগঃ ৫০০০/- মিডওয়াইফারীঃ সুপ্রিম-টাংগাইলঃ 01735214440,01736951698 মহানগর-ঢাকাঃ 01718113387,01404024445 ১০০০০/- ডিপ্লোমা ভর্তি মিলেনিয়াম-ঢাকাঃ 01723419164,01752773299",promotions,4,real
"মোঃ রাইসুল ইসলাম সৈকত কথোপকথনে একটি বার্তা পাঠিয়েছেন ""ভয়েড কোড ()।""",social,5,real
"তানিয়া জানেন যে, অফিসের কাজ আমার ক্ষেত্রে অতিরিক্ত আগ্রহী। কিন্তু আমাদের একটি কনস্টেবলসটোকন ফরাসিরা বিশেষভাবে গুরুত্বপূর্ণ।

এইজন্য 30দিন-15জিব",primary,0,synthetic
একজন সার্টিফাইড ফুলস্ট্যাক ডেভেলপার হন,primary,0,real
"প্রিয় গ্রাহক, আপনার পণ্যটির সার্ভিস অনুরোধ (SR No. 2605225501  ) গ্রহণ করা হয়েছে। সার্ভিস স্ট্যাটাস দেখুন:https://waltonbd.com/csm-status?sr=2605225501 । প্রয়োজনে: 16267/08000016267 (টোল ফ্রি) - CSM",updates,2,real
আপনাদের আগামী কালকের দশটার ক্লাস ১১ টায় অনুষ্ঠিত হবে।,updates,2,real
ইউরেনিয়াম গ্লাস মার্বেল রিং অসিলেটর,promotions,4,real
"মেহেদীর কথায়,
ধন্যবাদ জানালার সুযোগটি পেয়েছি আমি। আশা করছি আপনি সুস্থ।
সিলেটের বন্ধুদের মধ্যে খবর দিতেছি, সত্ত্বেও, বন্ধুত্বকেই আমরা এখনও ধরত",primary,0,synthetic
আপনার অর্ডারটি গ্রহণ করা হয়েছে।,important,3,real
টেলুস ইন্টারন্যাশনাল এআই ডেটা সলিউশন নিয়োগ করছে: ইংলিশ স্পিকিং সার্চ ইঞ্জিন ইভালুয়েটর - বাংলাদেশ৷,social,5,real
"ব্যাংক নিরাপত্তা সতর্কতা - প্রিয় গ্রাহক 17675islam

ঃ
প্রিয় গ্রাহক 17675islam,

জননীর বিশেষ জন্য, আমি আপনার কোনো দিনের সংবাদগুলোর নিরাপত্তা সতর্কতা উপস্থাপন করছি।

বৈশিষ্ট্যের 31ই জুলাই, 2022, ২০:২০ UTC (বিভিন্নইউটি-এ ১ইই হবে)।

এখনও, BS",important,3,synthetic
"ভিসা আপডেট
স্বাস্থ্য অধিদপ্তর

এখন আমরা আমাদের পরিষেবার ভিসা আপডেট করছি।

- যাঁরা আমাদের পরিষেবাটি ব্যবহার করেন, এখনও আমাদের ""অসুবিধা""।
- शুধুমাত্র, ২৫-৮-২০২৩ থেকে একটি প্রদত্ত (এইদিকে) ""ভিসা""।
- অপরাপরভাবে, ১টি ""শিল্পিকৃত"" ""অসংগতি""।",important,3,synthetic
নতুন সাইন ইন Cleanemail,updates,2,real
"topic: অফিসিয়াল নোটিশ

org: BTCL

action: কোডটি গোপন রাখুন

নজর দিয়েছি আপনার অফিসের একটি নোটিশ।

যাইহোক, এই নোটিশটি কার্যচারির সম্পর্কে আলাদা থেকেই।

তবে,

প্রথমেই,
- ""BTCL""এর
- ""নোটিশ""

সাইটের
- ""বাহ্নী""
ক্লিক করা
হবে।

এবং,
- ""অফিসিয়াল""
সংখ্যায়
- """,important,3,synthetic
"প্রজন্মী মহীর,
আসন্ন ছুটির সকালে পিছনেই আপনার ছোট্ট সুয়াইনির বিবাহিত প্রতিবেশীরা হাসতেছে। Le Reve, আপনার ছুটির উপহার মানচিত্রের কথা।
ফ্ল্যাশ সেলগুল",promotions,4,synthetic
"scheme: একটি প্রশিক্ষণ নেন, আমরা আপনার সকল বুদ্ধিমত্তা তথা ইঞ্জিনিয়ারিং পুরস্কারের জন্য সুপারফোর্টিং পদক্ষেপ চালাচলি।

lure: -10% কমুনিকেশন পুরস্কার, -",spam,1,synthetic
"ফেসবুকে মেঃন্ড্রা রাশেল
কর্তৃক ট্যাগ করা
একজন সহকর্মী
এখন আমি আপনার সঙ্গে এক",social,5,synthetic
এই দিন পর্যন্ত কম্বো প্যাক বৈশ্বিক ফসলের প্রাথমিক উৎপাদনের জন্য ৩০% ছাড়। ভালোবাসি নতুন কম্বো এখনই! #খেতিয়াবা #ফসলপ্রচার #একমাত্র #খাবার‌,promotions,4,synthetic
BTS দ্বীপ: SEOM-এ টুইট করেছেন: #인더섬 with #BTS OST Our Island (Prod...,social,5,real
"topic: কোভিড টিকার তথ্য
org: আপনার অফিস
action: নির্ধারিত তারিখে উপস্থিত হন

ভ preset অফিসকে,

এখন আমরা কোভিড-19রের টিকারের বৈশ্লেষণ পড়ছি।

স্বাগতম ১২ই আগস্ট, ২০২১, ৯টাপর্যন্তই আমরা ৫টিটি টিকারের তথ্যপণ্যকে পড়েছি।
একজনেরও ৪তম, ২য়গণকেও ৪তম, এ",important,3,synthetic
"scheme: ভুয়া ব্যাংক রিফান্ড · lure: বিশাল ক্যাশব্যাক · urgency: দ্রুত

---

ভুয়া ব্যাংকের সাথে আমাদের প্রকল্পটি অবশ্যই বিশাল ক্যাশব্যাকের জন্য। ১০%ই ১৫জনকে ১০০",spam,1,synthetic
“চামড়ায় লবন দিয়ে জাতীয় সম্পদ রক্ষা করার মূল দায়িত্ব কোরবানিদাতার’,important,3,real
"প্রিয় গ্রাহক,  আপনাকে রবি দিচ্ছে শিক্ষা বৃত্তির সুবিধা!!!!",promotions,4,real
বিকাশ থেকে মোবাইল রিচার্জ করলে নিশ্চিত ১০০% ক্যাশব্যাক।,spam,1,real
আপনার পৃষ্ঠা কে লাইক করেছে দেখুন,social,5,real
"আপনার পাসপোর্ট নথিকে আমার কাছে প্রেরণ করুন

ঝাঁপি

যারা শিক্ষাদান করছেন বা শিক্ষাবিষয়ক জরুরি আওতা নিতে সচেতন।

সবচেয়ে মজবুত, আমরা আপনার প্রস্তাবিত आপনার भाग नाम [পাসপোর্ট]টিরটি (ডি)DD-70000/21241, 14/5/2004, 2552/1/16 (ডি)DD-70000/2124",important,3,synthetic
"আপনি আর চিলিং চ্যাম্পের প্রশাসক নন তা নিশ্চিত করতে আপনি এই ইমেলটি পাচ্ছেন। 30 জুলাই, 2022 সকাল 7:39 টায় আপনাকে সরিয়ে দেওয়া হয়েছিল।",updates,2,real
‘বাংলাদেশ সব চাকরির সাইট’-এর জন্য 1টি নতুন চাকরি - 8 আগস্ট,promotions,4,real
"তানিয়াকুনী,

মনে রাখবেন আমরা শনিবার ১৫ই অক্টোবর নামেলেকে ক্যামেরা অনুষ্ঠান করবো। আমার মতে এটি বরিশালের প্রথম ক্যামেরা-এলিভিটলিং-এর অনুষ্ঠান।

এ",primary,0,synthetic
"মো, এই হল আপনার পিন",important,3,real
Amazon আপনাকে 500 tk ফেরত পাঠাচ্ছে। আপনার রিফান্ড পাওয়ার জন্য অনুগ্রহ করে আপনার ব্যাঙ্ক অ্যাকাউন্ট এবং রাউটিং নম্বর দিয়ে উত্তর দিন।,spam,1,real
"সন্ন্যাসী রনি থিতির জীবনের বইটা চাইছি। আমি তার নোটবুকগুলোকেও ধারণা করতে পারছি। কিন্তু গ্রেট অফার 'তেই তার 'নোটবুকগুলোর' হয়েছে?

এখনও 'তা' লইয",primary,0,synthetic
Google meet একটি video conferencing platform। যার মাধ্যমে  ভিডিও কলের মাধ্যমে কনফারেন্সিং এ কোন বিষয় নিয়ে আলোচনা করতে পারবেন।,promotions,4,real
"scheme: নকল কুরিয়ার ফি · lure: একটি নতুন গাড়ি · urgency: এখনই

আপনাকে জানিতে চাইছি, আমাদের প্রতিষ্ঠানটি একটি নতুন, সুবিধাজনক রেলওয়ের বিষয়ের জন্য সংগ্রহালয়",spam,1,synthetic
এখন সাজগোজে গ্রীষ্মের প্রয়োজনীয় সপ্তাহে চলছে এবং ৬২% ছাড় চলছে,spam,1,real
"আসসালামু আলাইকুম স্যার। রেজিষ্ট্রেশন লিংক তো কাজ করে না। আমি স্যার বিকাল থেকে চেষ্টা করেছি। রাজ স্যার বললো, সন্ধ্যার নাকি রেজিষ্ট্রেশন শেষ হয়ে গেসে। আমি তো ইমেলটাই পেয়েছি বিকালে দিকে। এখন কি করতে পারি  স্যার। জানালে উপকৃত হবো। ধন্যবাদ স্যার।",important,3,real
"🎂 রেজাউল কবির রেজা, সারমিন বিঠ এবং অন্যান্য ৪ জনের আজ জন্মদিন",social,5,real
অফার! অফার! অফার! আমাদের মোবাইল এপ থেকে পন্য কিনলেই পাবেন সর্বোচ্চ ৬০% ছাড়।,spam,1,real
"বিমান বাহিনীতে ৮৭ বাফা কোর্সের নির্বাচনী পরীক্ষার পরিবর্তিত সময়সূচীঃ-১৪, ১৬, ২১, ২৩, ২৪, ২৮, ৩০,৩১ আগস্ট ও ৪, ৬, ৭, ১১, ১২ সেপ্টেম্বর ২০২২।",promotions,4,real
"সহকর্মীকে একটি নতুন কমেন্ট শেয়ার করা হয়েছে, YouTube প্ল্যাটফর্মে।

অভিনেতা শাহীন",social,5,synthetic
"service: গ্রামীণফোন · event: রিচার্জ সফল · amount: ৳ ৮৯৯ · date: ২৮ জানুয়ারি

আমি গ্রামীণফোনের একটি অ্যাকাউন্ট থেকে ৮৯৯ টাকা আজ 28ই জানুয়ারির সময় রিচার্জ করেছি। অনেকটা আগেই দ",updates,2,synthetic
প্রথমবার খাবার অর্ডার করলে ৫০% ডিসকাউন্ট।,promotions,4,real
"আপনার ইন্টার্নশিপ প্রোগ্রাম লেখা, তা হল:

একজন স্যার,

মোঃ আজিজুল হক
সিএসই, ইউনিভার্সিটি অব গ্লোবাল ভিলেজ

আমি আপনাকে বলছি, শেষ সুযোগের জন্য!

আমি ২",spam,1,synthetic
📣 তাড়াতাড়ি কর! 300 টিরও বেশি দুর্দান্ত পুরস্কার আপনার জন্য অপেক্ষা করছে। ⏰,promotions,4,real
শেষ সুযোগ! ৩০-জুন এর মধ্যে বোনাস সহ ১৫জিবি-১৬০টাকা-৩০দিন। ডায়াল ১২১৫১৯৫# বা ভিজিট mygp.li/mo,spam,1,real
"এই সোশ্যাল মিডিয়া বিজ্ঞপ্তির নোটিফিকেশন ইমেইল:

platform: YouTube · action: প্রোফাইল ভিজিট · who: 'Barishal University",social,5,synthetic
"নাজমুল হোসেন গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন ""CSE-409 প্যাটার্ন রিকগনিশন""।",social,5,real
নগদ এ রেলওয়ে টিকেট এর ৫০%  ছাড়।,promotions,4,real
"বোনাস সহ ১২ জিবি -১১০ টাকা -৩০ দিন, নিতে ডায়ল *১২১*৫০৭২#",spam,1,real
"প্যালিমন্ট মূহুর্তে আমি একটি ফেসবুক চ্যাট জন্য কমেন্ট পাঠিয়েছিলাম।

ফার্ডোয",social,5,synthetic
"বড় ভাই রিয়াকে,

মনে রাখার জন্য ধন্যবাদ। আমি একটি খবর জানিয়ে দিচ্ছি, এটি আপনার বুদ্ধিজীবিত মনের উপর আপডেট।

আমরা রাজশাহীয়ার ২০২২ সালের ৮ই",primary,0,synthetic
কর্মচারীরা একত্রিত হয়েছে বরিশাল বরগুনা জেলার বিভিন্ন ছাত্রদের কল্যাণে। গ্রু,social,5,synthetic
"আসা্ সালামুআলাইকুম, মোনার্ক মার্ট অ্যাপে আনাকে স্বগতম",primary,0,real
ফাহমিদা: এটা আপনার বছর,promotions,4,real
DBBL নেক্সাস ডেবিট/ক্রেডিট কার্ডের বাৎসরিক চার্জ একদম ফ্রি! বিস্তারিতঃ ১৬২১৬,spam,1,real
সাতু সরকারের 64টি নতুন সংযোগ রয়েছে। দেখুন…,social,5,real
"হাসান প্রধানের কাছে,

এখন আমার স্কুলের শোনা দিল। তোমার অফিসের পরিষক্তি, কি শুধুই এইটা? ""বন্ধুত্ব"" বলছেই এইটা। আমার ""শিক্ষক"" বন্ধুর মতো, ""সহকর্মী""",primary,0,synthetic
"নতুন পোস্ট থেকে আপনার বন্ধু রনির সাথে সংযোগ।

রনি, আপনার গ্রুপে একটি নতুন",social,5,synthetic
তানিয়া সাহ্য দিতে চাই। আমি আপনার বাস্তব দুঃসময়ের জন্য আমার কোনোটা করতে পারি?,primary,0,synthetic
"পি জিএট ঈদ অফার: বাংলাদেশের ছোট মানুষের জন্য ৫০% ছাড়

আপনার স্বাগতম, Pizza Hut!

এই আনন্দিত আইবোম আদিরদিনের অফারটা আমরা প্রদান করি। ৩০মই ২২শে ইঞ্জিন",promotions,4,synthetic
৫. ইকুরিয়ার থেকে আপনার পার্সেলটি রিসিভ করা হয়েছে ভেলিভারি জন্য অতিদ্রুত কল করা হবে।,important,3,real
"service: Dutch-Bangla Bank · event: বিল পরিশোধ · amount: ১২,০০০ টাকা · date: ৩ মার্চ

স্বয়ংক্রিয় বিজ্ঞপ্তি:

আজ ৩ মার্চ করেছি দরিদ্রনিরাপedadের কাছে থেকে ১২,০০০ টাকা বিলটির পরিশোধ।

আশা করছি এই প",updates,2,synthetic
"মোঃ শাহিন হোসেন কথোপকথনে একটি বার্তা পাঠিয়েছেন ""ওয়েব ডেভেলপিং ক্লাব (ইউজিভি)।""",social,5,real
"'বহুমুখী জ্বালানি, সমৃদ্ধ আগামী'। আসুন আমরা সকলে জ্বালানি সাশ্রয়ী হই। -জ্বালানি ও খনিজ সম্পদ বিভাগ।",primary,0,real
এখানে আপনার সহকর্মীদের মধ্যে সাম্প্রতিক পোস্ট প্রবণতা আছে,updates,2,real
"WASA ডেলিভারি আপডেট

ডেলিভারি আপডেট: স্বাগতম। আমরা আমাদের সীমাহীন প্রদানকরা WASA নিয়ন্ত্রণ এবং নির্বাহীদের জন্য বিশালভাবে মোটা-চওড়াইয়ের।

নতুন পুরস্কারগুলির জন্য, WAS",updates,2,synthetic
"৯ জুন ২০২২, বিশ্ব এ্যাক্রেডিটেশন দিবস।",primary,0,real
"ব্রাট্যাক Bata ছাড়া খুশি হও আগে অফারটি সংগ্রহ করুন

মনোযোগ জিজ্ঞেস, আমাদের ৫০% একক জুতা চুক্তির জন্য ৩দিনের ৩০টিরিন্ড অফার!

এইচওয়ালাদেরই আম",promotions,4,synthetic
"platform: মেসেজার · অ্যাক্চাইন: নতুন ফলোয়ার · কোনো লোগোন: একজন পরিচিত

শেষদিকে তো",social,5,synthetic
“টোল প্লাজা অতিক্রমে ফাস্ট ট্র্যাক বা দ্রুতগতির লেন ব্যবহার করলে নির্ধারিত টোল হতে ১০% ছাড় দিচ্ছে সরকার”-সড়ক পরিবহন ও মহাসড়ক বিভাগ,important,3,real
"স্বামী হো ব্লকা
একজন সহকর্মী আমাকে লিংকিংডেন পেইজটির একটি কমেন্ট পাঠান। কমেন",social,5,synthetic
"scheme: ভুয়া ব্যাংক রিফান্ড · lure: সীমিত সময়ের সুযোগ · urgency: ২৪ ঘণ্টার মধ্যে

এখন আপনাকে দিলাম একটি ভুয়া ব্যাংকের ক্রমিক শিরোনাম - ""ভুয়া ব্যাংক""।

ভুয",spam,1,synthetic
"Star Cineplex জানেন না? বুঝি না, তাই আপনার ঈদের কেনাকাটা মোটামুটি শক্তিশালী!

Star Cineplex স্টকটি এখনো শেষ না হয়েছে। Star Cineplex, Star Cinema-এর ১ম রিসিপ্টর, ২৫%জন্যোগতভাবে",promotions,4,synthetic
"রনি এখন আমার গ্রুপে নতুন পোস্ট করেছে, ""CSE-403 ইন্টারনেট নেটওয়ার্কিং এবং ওয",social,5,synthetic
"scheme: কুকুর জিনিস বিনিয়োগে প্রাথমিক 20% লাভ · lure: এখনই আর দাফন নেই · urgency: আজই ক্লিক করুন

স্বাগতম, আমরা সারা দেশের 10টি মূল্যায়নকারী কুকুরগোষ্ঠীরা",spam,1,synthetic
আপনি নির্বাচনী পরীক্ষায় উত্তীর্ণ হয়েছেন,important,3,real
ইভিএম হ্যাক করা বা অনুমোদিত ব্যক্তি ব্যতীত ভোটদান এবং ভোটগ্রহন করা সম্ভব নয়- ইসি,important,3,real
"চলমান খ্রিস্টীয় ২০২สาม,
ঢাকঢোল পর্যন্ত
আমরা একটি জায়গা তৈরি করেছি
এই মেলাটি তৈরি করা ৩০ নমস্কার মেলা।

আপ্লিকেশনের ৩ দিনের সময়টি বাজেই",promotions,4,synthetic
"স্বাগতম করেছি! আজ আমরা একটি শুধুমাত্র নকল নয় ব্যাপারে ভালোবাসি।

মজারভাবে, শুধুমাত্স্যভাবে, আমি এইটুকু তথ্যটিকে অনুসরণ করে একটি সংশয়জনিত ই",spam,1,synthetic
"ব্র্যান্ড: দারাজ
পণ্য: কম্বো প্যাক
ছাড়: ৩০% পর্যন্ত ছাড়
সময়: শুধু এই সপ্তাহে

পরেকবার সময়ে সবচেয়ে বেসিক এবং অর্থনির্ধারণশীল পণ্যগুলির",promotions,4,synthetic
